Running file ../bin/StealthyNumbers
../bin/StealthyNumbers
Solution: n:1680  a:48  b:35  c:40  d:42
Solution: n:1584  a:48  b:33  c:44  d:36
Solution: n:1584  a:48  b:33  c:36  d:44
Solution: n:1440  a:48  b:30  c:45  d:32
Solution: n:1440  a:48  b:30  c:32  d:45
Solution: n:1104  a:48  b:23  c:46  d:24
Solution: n:1104  a:48  b:23  c:24  d:46
Solution: n:4512  a:47  b:96  c:94  d:48
Solution: n:4512  a:47  b:96  c:48  d:94
Solution: n:4324  a:46  b:94  c:92  d:47
Solution: n:4324  a:46  b:94  c:47  d:92
Solution: n:3312  a:46  b:72  c:69  d:48
Solution: n:3312  a:46  b:72  c:48  d:69
Solution: n:1012  a:46  b:22  c:44  d:23
Solution: n:1012  a:46  b:22  c:23  d:44
Solution: n:4140  a:45  b:92  c:90  d:46
Solution: n:4140  a:45  b:92  c:46  d:90
Solution: n:2880  a:45  b:64  c:60  d:48
Solution: n:2880  a:45  b:64  c:48  d:60
Solution: n:2700  a:45  b:60  c:54  d:50
Solution: n:2700  a:45  b:60  c:50  d:54
Solution: n:1440  a:45  b:32  c:40  d:36
Solution: n:1440  a:45  b:32  c:36  d:40
Solution: n:1260  a:45  b:28  c:42  d:30
Solution: n:1260  a:45  b:28  c:30  d:42
Solution: n:3960  a:44  b:90  c:88  d:45
Solution: n:3960  a:44  b:90  c:45  d:88
Solution: n:3036  a:44  b:69  c:66  d:46
Solution: n:3036  a:44  b:69  c:46  d:66
Solution: n:2640  a:44  b:60  c:55  d:48
Solution: n:2640  a:44  b:60  c:48  d:55
Solution: n:1320  a:44  b:30  c:40  d:33
Solution: n:1320  a:44  b:30  c:33  d:40
Solution: n:924  a:44  b:21  c:42  d:22
Solution: n:924  a:44  b:21  c:22  d:42
Solution: n:3784  a:43  b:88  c:86  d:44
Solution: n:3784  a:43  b:88  c:44  d:86
Solution: n:3612  a:42  b:86  c:84  d:43
Solution: n:3612  a:42  b:86  c:43  d:84
Solution: n:2772  a:42  b:66  c:63  d:44
Solution: n:2772  a:42  b:66  c:44  d:63
Solution: n:2520  a:42  b:60  c:56  d:45
Solution: n:2520  a:42  b:60  c:45  d:56
Solution: n:2352  a:42  b:56  c:49  d:48
Solution: n:2352  a:42  b:56  c:48  d:49
Solution: n:1260  a:42  b:30  c:36  d:35
Solution: n:1260  a:42  b:30  c:35  d:36
Solution: n:1092  a:42  b:26  c:39  d:28
Solution: n:1092  a:42  b:26  c:28  d:39
Solution: n:840  a:42  b:20  c:40  d:21
Solution: n:840  a:42  b:20  c:21  d:40
Solution: n:3444  a:41  b:84  c:82  d:42
Solution: n:3444  a:41  b:84  c:42  d:82
Solution: n:3280  a:40  b:82  c:80  d:41
Solution: n:3280  a:40  b:82  c:41  d:80
Solution: n:2520  a:40  b:63  c:60  d:42
Solution: n:2520  a:40  b:63  c:42  d:60
Solution: n:2200  a:40  b:55  c:50  d:44
Solution: n:2200  a:40  b:55  c:44  d:50
Solution: n:2160  a:40  b:54  c:48  d:45
Solution: n:2160  a:40  b:54  c:45  d:48
Solution: n:1120  a:40  b:28  c:35  d:32
Solution: n:1120  a:40  b:28  c:32  d:35
Solution: n:1080  a:40  b:27  c:36  d:30
Solution: n:1080  a:40  b:27  c:30  d:36
Solution: n:760  a:40  b:19  c:38  d:20
Solution: n:760  a:40  b:19  c:20  d:38
Solution: n:3120  a:39  b:80  c:78  d:40
Solution: n:3120  a:39  b:80  c:40  d:78
Solution: n:2184  a:39  b:56  c:52  d:42
Solution: n:2184  a:39  b:56  c:42  d:52
Solution: n:936  a:39  b:24  c:36  d:26
Solution: n:936  a:39  b:24  c:26  d:36
Solution: n:2964  a:38  b:78  c:76  d:39
Solution: n:2964  a:38  b:78  c:39  d:76
Solution: n:2280  a:38  b:60  c:57  d:40
Solution: n:2280  a:38  b:60  c:40  d:57
Solution: n:684  a:38  b:18  c:36  d:19
Solution: n:684  a:38  b:18  c:19  d:36
Solution: n:2812  a:37  b:76  c:74  d:38
Solution: n:2812  a:37  b:76  c:38  d:74
Solution: n:2664  a:36  b:74  c:72  d:37
Solution: n:2664  a:36  b:74  c:37  d:72
Solution: n:2052  a:36  b:57  c:54  d:38
Solution: n:2052  a:36  b:57  c:38  d:54
Solution: n:1872  a:36  b:52  c:48  d:39
Solution: n:1872  a:36  b:52  c:39  d:48
Solution: n:1800  a:36  b:50  c:45  d:40
Solution: n:1800  a:36  b:50  c:40  d:45
Solution: n:1764  a:36  b:49  c:42  d:42
Solution: n:900  a:36  b:25  c:30  d:30
